accession,proteinClass
Q58A44,None
Q9UHG2,None
Q16549,Enzyme
Q9BUL8,None
Q15119,Kinase
Q9Y2S7,Enzyme
O15018,None
P53609,Enzyme
Q5T6S3,Epigenetic
Q8IXK0,None
Q8NDX5,None
Q9UPV7,None
Q6NSJ2,None
Q9H5I5,IC
Q8TCI5,None
Q15735,Enzyme
Q8WYR1,Enzyme
A0A0B4J2F0,None
Q6IQ23,None
O75364,TF
Q9Y446,None
P04090,None
Q16513,Kinase
Q96N28,None
P78562,Enzyme
Q6PCE3,Enzyme
P35232,None
C9JFL3,None
Q8WV24,None
Q53GA4,None
Q9Y5J5,None
Q8TCT1,Enzyme
Q8TCD6,Enzyme
Q92508,IC
P42356,Kinase
O95427,Enzyme
Q9UBF8,Kinase
Q8WWB5,None
Q9Y6X2,TF
Q969N2,Enzyme
Q7Z7B1,None
Q8TBF5,None
A6NC86,Enzyme
Q96J94,None
Q00169,None
Q7Z3Z3,None
Q7Z3Z4,None
Q9UKF7,None
P08F94,None
Q9H8W4,None
Q8NEB9,Kinase
Q99959,None
A1L390,None
P43115,GPCR
Q8NEN9,None
Q96RR1,None
Q9UJ41,None
Q9HAT8,Enzyme
P60763,Enzyme
Q5SV97,None
Q96BD5,Epigenetic
Q96EK2,Epigenetic
Q96FM1,None
P15428,Enzyme
P46060,Enzyme
O75452,Enzyme
O00264,None
Q96LB9,None
O75151,Epigenetic
Q8IYJ0,None
B3GLJ2,None
Q8N5Y8,Enzyme
Q7Z3E1,Enzyme
Q99497,Enzyme
Q02962,TF
Q86U86,TF; Epigenetic
Q9UN73,None
Q9H158,None
Q9Y5H5,None
P05165,Enzyme
Q9Y5E6,None
Q9BZA7,None
Q9Y5G2,None
Q9Y5G1,None
Q96JQ0,None
Q7Z2X4,None
P12004,None
Q9NV79,Enzyme
Q9BZA8,None
Q15113,Enzyme
P54750,Enzyme
P35913,Enzyme
P51160,Enzyme
O00408,Enzyme
Q8N807,Enzyme
O00764,Kinase
Q9BY49,Enzyme
P36955,None
Q6ZS72,None
Q9UBM1,Enzyme
Q8NDH3,Enzyme
Q6J4K2,Transporter
Q96M43,None
Q86XG9,None
Q9HCH0,None
Q9HCD5,None
P15531,Kinase
Q9ULP0,None
O75438,Enzyme
O00483,Enzyme
P17568,Enzyme
Q16718,Enzyme
Q9H3R1,Enzyme
Q9NX14,Enzyme
P17677,None
Q5QGS0,None
P08473,Enzyme
O76050,Enzyme
Q9UJF2,Enzyme
Q96E22,Enzyme
Q9NPG2,None
P29371,GPCR
I0J062,None
Q8NDF8,Enzyme
Q96RD6,IC
Q96A54,None
Q9H0J9,Enzyme
O14917,None
Q15366,None
Q9Y5F7,None
P57723,None
Q9NRJ7,None
Q9Y5H7,None
P40426,TF
Q9BYU1,TF
Q9Y6V0,None
Q8IVA1,None
Q9UHG3,Enzyme
P49585,Enzyme
Q99447,Enzyme
Q9NP56,Enzyme
Q01064,Enzyme
Q13087,Enzyme
Q53EL6,None
P13667,Enzyme
Q8N4E4,None
Q6UW15,None
Q9UGC7,Enzyme
P27694,None
Q8IZJ4,None
O00287,None
P0DJD0,None
A6NLU0,None
Q13972,None
Q14CB8,Enzyme
Q9Y3P4,None
Q02161,None
Q9P227,Enzyme
Q6ZUM4,Enzyme
Q9UBD6,None
Q9ULI2,Enzyme
Q9UL26,Enzyme
Q99969,None
P62491,Enzyme
A6NK89,None
O75884,Enzyme
Q8IZV5,Enzyme
P61576,None
Q6NUK4,None
Q8IUW5,None
Q9BZI7,None
Q96B86,None
Q6PCD5,Enzyme
Q9H0H5,Enzyme
O43353,Kinase
Q92963,Enzyme
Q69383,None
P0DJH9,None
P05451,None
Q13123,None
Q9H6H4,None
Q6NUM9,Enzyme
Q9NWB1,None
Q8WZ73,Enzyme
P49802,None
Q86YS3,None
P22670,TF
P35243,None
O60673,Enzyme
P0C7P2,None
Q6ZTI6,None
P35249,None
P35251,None
Q52LD8,None
F8VTS6,None
Q86X27,None
O94810,None
O15492,None
Q9BWJ2,None
Q68EM7,Enzyme
Q8N392,Enzyme
Q9H310,None
Q9UNA1,Enzyme
Q2M1Z3,Enzyme
A7KAX9,Enzyme
Q9H4K1,None
P46063,Enzyme
O75570,Enzyme
Q9GZR2,Enzyme
P48382,TF
Q9H4X1,None
Q8N9B8,None
Q9NS28,None
P49795,None
Q5JS13,None
O76081,None
P49796,None
Q9NX52,Enzyme
Q9P2F6,Enzyme
Q15382,Enzyme
Q9C0H5,Enzyme
Q52LW3,Enzyme
Q9BRR9,Enzyme
A1A4S6,Enzyme
Q9NRY4,Enzyme
P08134,Enzyme
O00212,Enzyme
Q15669,Enzyme
Q9H4E5,Enzyme
P17081,Enzyme
Q14699,None
P40937,None
Q0VAM2,None
Q2PPJ7,Enzyme
Q99666,None
Q08116,None
Q92546,None
P48380,TF
P49758,None
P58872,None
Q8N264,Enzyme
Q5TG30,Enzyme
P98171,Enzyme
Q5EBL4,None
Q6ZV50,TF
O14593,None
O75154,None
P57771,None
Q15493,None
O14827,None
Q6PJF5,Enzyme
P42331,Enzyme
Q8IUC4,None
Q96NA2,None
Q8IUF8,Epigenetic
Q13546,Kinase
P13489,Enzyme
Q96NR8,Enzyme
Q9HBH5,Enzyme
P54727,None
O94762,Enzyme
Q8IYK8,Enzyme
Q9BQ08,None
Q96IC2,Enzyme
P35250,None
Q8N5W9,None
Q9UGC6,None
P0DJD1,None
P41220,None
P48378,TF
P49798,None
Q96D21,Enzyme
Q7L0Q8,Enzyme
Q9P2N2,Enzyme
Q7Z6I6,Enzyme
Q9NS39,Enzyme
Q8NFH8,None
Q8N1G1,Enzyme
Q3MIN7,None
O75678,None
O75679,None
O14715,None
Q9BXF6,None
O75916,None
Q2M5E4,None
Q6NW40,None
O15539,None
P0C7M4,TF
Q96QB1,Enzyme
Q8IWW6,Enzyme
Q6R327,None
Q8IY67,None
Q96S59,None
Q15291,None
P61225,Enzyme
Q9P2K3,TF
Q14257,None
Q9H6L5,None
Q33E94,TF
Q9NZL6,None
O43251,None
Q6GYQ0,Enzyme
A6NKT7,None
Q7Z3J3,None
O75783,Enzyme
Q02094,None
Q8TEB9,Enzyme
Q6NTF9,Enzyme
Q9BYZ6,None
Q8TB24,None
Q06587,Enzyme
Q5TAB7,None
Q9H426,None
Q7LG56,Enzyme
Q96MK2,None
P57078,Kinase
Q99578,Enzyme
P61313,None
P63220,None
P62847,None
P62851,None
Q5JNZ5,None
P62854,None
P62979,None
Q71UM5,None
P42677,None
P62857,None
P62273,None
P15880,None
O15034,None
Q9H6W3,Epigenetic
Q9UJD0,None
Q99496,Enzyme
P31350,Enzyme
P62910,None
P61513,None
Q8IVT5,Kinase
Q6VAB6,Kinase
Q9H079,None
P60985,None
Q8TD10,None
Q8TDR0,None
Q8IXI2,Enzyme
Q8IVT2,None
P03971,None
O75030,TF
Q16659,Kinase
Q96EK9,None
Q9BYG3,None
Q9NPJ1,None
A6NM11,None
O60309,None
Q16719,Enzyme
P24043,None
Q9Y5R2,Enzyme
P00709,Enzyme
Q8N3Y3,Enzyme
O60341,Epigenetic
Q8NHM5,Epigenetic
Q7LBC6,Epigenetic
O94953,Epigenetic
Q9H3R0,Epigenetic
P29375,TF; Epigenetic
P41229,TF; Epigenetic
Q9BY66,TF; Epigenetic
O15550,Epigenetic
O15054,Epigenetic
Q6ZMT4,Epigenetic
Q13976,Kinase
P43627,None
P43628,None
Q8N109,None
Q8NHK3,None
P43631,None
Q14952,None
Q14953,None
P43629,None
P11801,Kinase
Q3SY46,None
Q3LI77,None
Q3LI76,None
Q07627,None
Q6P1M3,None
Q16787,None
O15230,None
P42166,None
Q71F78,None
Q6JVE5,None
Q5T7P2,None
P31025,None
Q5T5B0,None
Q5TA78,None
O43679,None
Q6ZMR3,Enzyme
P05162,None
P17931,None
Q8IUC1,None
Q05513,Kinase
Q9BYQ6,None
P26371,None
Q3LI64,None
Q9BYQ3,None
Q3LI63,None
A8MVA2,None
Q9BYR6,None
Q3LI83,None
Q6PEX3,None
Q9BYQ7,None
O00522,None
P14618,Kinase
P30613,Kinase
Q92764,None
Q96MU8,None
P60369,None
P60014,None
P60412,None
Q8N9T8,None
P23443,Kinase
Q8N4C8,Kinase
P01597,None
A0A075B6P5,None
A2NJV5,None
A0A0C4DH55,None
P04433,None
P01624,None
A0A075B6S4,None
Q9HBH9,Kinase
P01602,None
P01614,None
Q99542,Enzyme
P03956,Enzyme
Q6ISS4,None
Q9NPA2,Enzyme
Q6ZV70,None
Q9H306,Enzyme
P11279,None
Q71RC2,None
P13473,None
O95835,Kinase
Q14847,None
P09237,Enzyme
A0A183,None
Q06136,Enzyme
Q16774,Kinase
Q13237,Kinase
Q7Z7F0,None
Q96FN5,None
Q9NQT8,None
Q14943,None
Q2TAC6,None
Q99661,None
Q12756,None
Q8IX03,None
O14782,None
Q14807,None
Q12840,None
Q5T7B8,None
B7ZC32,None
Q6ZMV9,None
Q9HAQ2,None
Q8N4N8,None
O60870,None
Q96AC6,None
Q9UH77,None
Q8IXQ5,None
O43240,Enzyme
Q9UBX7,Enzyme
Q9UKR0,Enzyme
Q13241,None
P49862,Enzyme
O15229,Enzyme
Q8NG31,None
Q3LI66,None
Q3LI67,None
Q3LI72,None
Q9BYQ4,None
P0C7H8,None
Q9BYR8,None
Q9BYR7,None
Q9BYR5,None
Q9BYR4,None
Q9BYR3,None
Q9BYR2,None
Q9BYR0,None
Q9BYQ8,None
Q5JUW0,None
Q9NPI7,None
Q05655,Kinase
Q13601,None
Q15418,Kinase
O76011,None
Q15349,Kinase
Q14533,None
P43405,Kinase
Q14525,None
P01042,None
Q96QS6,Kinase
Q3LI81,None
Q8IUC0,None
Q6L8G8,None
P05771,Kinase
Q9BYS1,None
Q9BYT5,None
Q3LI54,None
Q3MIV0,None
Q3LHN0,None
Q6ZNG9,None
Q9BZL6,Kinase
P78386,None
O43790,None
Q02156,Kinase
P60370,None
Q8NCW0,None
Q107X0,None
O76009,None
Q9UK32,Kinase
Q96S38,Kinase
Q8NBR6,None
Q9H8M7,None
Q9H081,None
Q96FF7,None
A8MYZ0,None
Q13164,Kinase
P53779,Kinase
P53778,Kinase
O75449,Enzyme
Q8TD08,Kinase
A0A0C4DH68,None
P01611,None
A0A0B4J2D9,None
A0A087WSY6,None
P04432,None
Q9ULZ9,Enzyme
P45983,Kinase
Q9BVA0,None
Q9NVR5,None
Q9UL63,None
A0A087WSZ0,None
A0A0A0MRZ8,None
Q9BUB5,Kinase
P01619,None
A0A075B6S6,None
P01593,None
A0A0C4DH72,None
A0A0C4DH67,None
A0A0B4J1Z2,None
P04430,None
P01599,None
A0A075B6S5,None
P45452,Enzyme
P50281,Enzyme
Q16363,None
Q8MH63,Transporter
Q8IWV1,None
Q8N370,Transporter
A4D0S4,None
P52954,TF
P04180,Enzyme
P07195,Enzyme
P07864,Enzyme
Q9BU76,None
P01130,None
O95751,None
A8MUM7,None
Q6P5S2,None
A6PVL3,None
Q1ED39,None
A8MX34,None
Q52LG2,None
Q6L8G9,None
A8MUX0,None
Q8IUC2,None
Q9BYU5,None
Q3SYF9,None
Q9BYQ2,None
A8MTY7,None
Q3LI59,None
Q49AS3,None
Q9Y6C7,None
P18627,None
P42167,None
P07942,None
P05455,None
Q9NRM7,Kinase
P14780,Enzyme
Q53QV2,None
P18428,None
Q5T751,None
O14633,None
Q5TA81,None
Q86U70,None
Q96T76,None
Q6ZRQ5,None
Q86WU2,Enzyme
P47929,None
Q96B70,None
O95214,None
Q5VWX1,None
O15037,None
P24723,Kinase
Q6L8G5,None
Q8IUB9,None
Q3LHN2,None
Q7Z4W3,None
Q3LI73,None
Q3LI70,None
Q6L8H4,None
Q701N4,None
Q701N2,None
P60371,None
P60409,None
P60410,None
O75582,Kinase
P01594,None
P01601,None
A0A0C4DH25,None
A0A0A0MRZ7,None
P01615,None
A0A075B6S2,None
P32004,None
O00515,None
O75900,Enzyme
Q9Y6N6,None
Q659C4,None
Q9UHI5,Transporter
Q9BRS8,None
Q9BQE6,None
A0A0U1RRK4,None
Q9BYE3,None
Q68G75,None
Q5JSQ8,None
Q14954,None
Q9H1H9,None
Q8N743,None
Q9NS87,None
Q8NI77,None
Q9Y6Z4,None
Q8N7Y1,None
O95235,None
O60333,None
O43896,None
P52732,None
Q02241,None
Q9UIL4,None
Q9BW19,None
Q9BVG8,None
Q6UWL6,None
O75037,None
Q8TBQ9,None
Q9NVR0,None
Q53G59,None
Q96M94,None
Q6TDP4,None
O94889,None
Q9Y2M5,None
Q53GT1,None
Q8NBE8,None
Q6TFL4,None
Q9NZS2,None
D3W0D1,None
Q8WZ60,None
A4D1S0,None
Q9P2G9,None
Q9UKR3,Enzyme
P06870,Enzyme
Q12918,None
P20151,Enzyme
P07288,Enzyme
Q9Y337,Enzyme
O60256,Enzyme
Q3LI60,None
Q3LI68,None
Q15139,Kinase
Q07666,None
Q9Y496,None
O95239,None
Q03426,Kinase
O60282,None
Q2M1P5,None
Q92845,None
Q9NRX6,None
Q6JEL2,None
Q9P2N7,None
Q9P2G3,None
Q9UJP4,None
Q9H0H3,None
Q9UKQ9,Enzyme
P03952,Enzyme
Q96E93,None
Q9P2J3,None
Q5SVS4,Transporter
Q9H2R5,Enzyme
Q92876,Enzyme
O60259,Enzyme
Q76NI1,None
Q5T749,None
P41743,Kinase
O75380,Enzyme
Q96LZ2,None
Q5VYJ5,None
Q92585,None
Q6ZN16,Kinase
Q9Y2U8,None
Q9NQG1,None
A6NHS7,None
Q5TCQ9,Enzyme
Q15223,None
Q96NY8,None
Q96PU5,Enzyme
Q6UB28,Enzyme
P50579,Enzyme
Q15843,None
Q9P0N8,Enzyme
Q7Z434,None
O95460,None
Q7Z3B1,None
Q9H7P6,None
Q6ZNC8,Enzyme
O60942,None
Q96N66,Enzyme
Q8TD19,Kinase
P33991,None
Q8IXH7,None
P33992,None
Q13257,None
Q14676,None
Q9UI95,None
Q7Z553,None
Q8NCW5,Enzyme
P0C7V9,Enzyme
Q03112,TF; Epigenetic
Q13423,Enzyme
O60244,Enzyme
Q9NP64,None
Q93074,Enzyme
Q15648,Enzyme
Q9H944,Enzyme
Q8NC60,None
O95402,Enzyme
O75448,Enzyme
Q6P2C8,Enzyme
Q8WTT2,None
Q9H204,Enzyme
Q9BVI4,None
Q9UK39,None
P78316,None
Q9Y3C1,None
P46087,Enzyme
Q9NZM5,None
O00567,None
Q02080,TF
Q06413,TF
Q8N6Q8,Enzyme
Q7Z7M0,None
Q5TIA1,None
A8MW99,None
Q8TD46,None
Q99583,TF
O15381,Enzyme
P58417,None
O95157,None
Q6ZVC0,Enzyme
Q9P242,Enzyme
O95396,Enzyme
B2RN74,oGPCR
Q8NGS4,oGPCR
Q9HD47,Enzyme
Q9UQ07,Kinase
Q96PD6,Enzyme
Q3SYC2,Enzyme
Q7Z3U7,None
Q9Y6X9,None
Q14149,None
Q8NHV5,None
Q5VZ52,None
Q9HCE1,Enzyme
P36021,Transporter
Q8NGT7,oGPCR
A6NM03,oGPCR
Q2QL34,None
Q8NG76,oGPCR
Q8NGX1,oGPCR
Q6IF82,oGPCR
A6NMZ5,oGPCR
Q8NGB8,oGPCR
Q8TCB6,oGPCR
O95563,None
Q8NH63,oGPCR
A6NMU1,oGPCR
Q8NGK2,oGPCR
Q8NGJ4,oGPCR
Q8NH67,oGPCR
Q8NH60,oGPCR
Q8NGF1,oGPCR
Q6IF63,oGPCR
P0C646,oGPCR
Q8NGH5,oGPCR
Q8NH54,oGPCR
Q8NGH8,oGPCR
Q8NH89,oGPCR
P0C617,oGPCR
Q8NGC0,oGPCR
A6NDH6,oGPCR
A6NCV1,oGPCR
A6NM76,oGPCR
P34949,Enzyme
P30304,Enzyme
Q53F39,Enzyme
Q8N594,None
Q10713,Enzyme
O00566,None
O75439,Enzyme
O15442,Enzyme
P29728,Enzyme
O75352,None
P39210,None
Q96T17,None
Q9BW11,TF
P43356,None
Q14582,TF
Q8N5G2,None
O60307,Kinase
Q7KZI7,Kinase
Q86UD3,Enzyme
P35410,GPCR
A4D2B0,Enzyme
P59942,None
Q9NS73,None
Q96RQ3,Enzyme
Q9Y2X0,Enzyme
Q13503,Enzyme
Q9BUE0,Enzyme
A0JLT2,Enzyme
Q15528,Enzyme
Q71SY5,Enzyme
O60393,TF
Q14814,TF
Q8N6F8,None
Q92570,NR
Q10469,Enzyme
Q99685,Enzyme
Q9BQP7,Enzyme
Q92823,None
Q9BUR5,None
Q16674,None
Q5JXC2,None
P14174,None
Q86XE3,None
Q8N3F8,None
Q96C03,None
Q9UHC7,Enzyme
P39900,Enzyme
Q96EY8,Enzyme
Q9UBU9,None
Q9H1B4,None
Q8N323,None
Q96DL1,None
Q70IA8,Enzyme
Q9UKK6,None
Q9NPJ8,None
Q8NGE3,oGPCR
Q8NGQ4,oGPCR
Q8NGX6,oGPCR
Q8NGN2,oGPCR
O96007,Enzyme
Q8NGY0,oGPCR
Q8NGY1,oGPCR
Q96EN8,Enzyme
Q9GZK7,oGPCR
Q9H3H1,Enzyme
Q8NGS5,oGPCR
Q8NGS8,oGPCR
Q8NH95,oGPCR
Q8NGZ3,oGPCR
Q8NGT2,oGPCR
Q96R54,oGPCR
Q8NHC5,oGPCR
Q8NHC7,oGPCR
A6ND48,oGPCR
Q86VX9,None
Q9NRJ1,None
P00540,Kinase
A0A0C5B5G6,None
Q8TF71,Transporter
Q7RTY0,Transporter
Q6UVY6,Enzyme
Q96R47,oGPCR
A6NHM9,Enzyme
Q8NGE2,oGPCR
P36507,Kinase
Q2M385,None
P46734,Kinase
Q8NH64,oGPCR
Q5TCX8,Kinase
Q12851,Kinase
Q3KP22,None
Q9ULX9,TF
O43283,Kinase
Q15691,None
O15021,Kinase
P33032,GPCR
P61244,TF
Q6VMQ6,None
A0A1B0GVZ6,None
O43772,Transporter
Q96PE7,Enzyme
Q16891,None
Q6Q8B3,None
Q8IZK6,IC
Q14566,None
Q86SG6,Kinase
Q9H3P2,None
Q8WX92,None
Q6DN12,None
P08235,NR
Q9NWR8,None
Q71F56,Enzyme
Q99750,None
Q86XA0,Enzyme
Q96IZ6,Enzyme
A6BM72,None
O75095,None
P16455,Enzyme
Q9H7Z3,None
O94851,Enzyme
Q9NX63,None
Q7Z3K6,TF
Q96AX9,Enzyme
Q8IY33,None
Q9UHC1,None
Q5VWP3,None
Q13434,Enzyme
Q8NB16,Kinase
Q9HAP2,TF
P58340,None
Q8NEH6,None
Q149M9,None
Q5VZ03,None
Q6DKJ4,None
Q96BY2,None
Q86TA1,Enzyme
Q6UWF7,None
O95156,None
Q6NXP6,Enzyme
Q6IF99,oGPCR
O96033,Enzyme
Q13875,None
Q8NG94,oGPCR
P58182,oGPCR
Q9UGF7,oGPCR
Q8NGS9,oGPCR
Q8NHC6,oGPCR
Q9Y605,None
Q13724,Enzyme
Q86VF5,Enzyme
Q16653,None
P21941,None
Q9HCC0,Enzyme
O43324,None
Q9BQD1,None
Q6ZWH5,Kinase
Q8NG66,Kinase
Q07820,None
Q9GZU1,IC
Q8TDD5,IC
P08493,None
Q86V88,Enzyme
Q99735,Enzyme
Q9UBM8,Enzyme
Q09328,Enzyme
Q8N4Q1,None
Q7Z6M3,None
Q6NVV0,None
H3BPM6,None
P41218,None
O95983,TF
O95243,TF
O15068,None
Q8IWI9,TF
Q3V5L5,Enzyme
Q96A72,None
Q9UM21,Enzyme
P26572,Enzyme
Q504T8,None
Q9BRT3,None
Q29980,None
Q6ZW33,None
Q86YT6,Enzyme
Q9BPX6,None
Q9GZQ8,None
Q9BXW4,None
Q9NXB0,None
Q5HYA8,None
Q8IYA7,None
Q9UH92,TF
P09238,None
P43360,None
P49137,Kinase
Q9P2E8,Enzyme
Q9NZL9,Enzyme
P43243,None
Q5VZF2,None
Q96FI4,Enzyme
Q5U623,None
Q9P267,Epigenetic
Q8TAT5,Enzyme
Q5XKP0,None
Q9BRQ6,None
Q29983,None
Q9H3L0,None
Q01449,None
O14950,None
P24347,None
Q8IVH4,None
Q9H008,Enzyme
Q96GY3,None
Q2Q1W2,Enzyme
Q5VYY2,Enzyme
Q5T7N2,Enzyme
A1A4G5,None
P49257,None
Q6ZMQ8,Kinase
P18054,Enzyme
Q08397,Enzyme
Q9UN81,None
Q9Y4K0,Enzyme
P23490,None
Q9BQK8,Enzyme
P09917,Enzyme
Q9H756,None
Q96QE4,None
Q8N5H3,None
A4D1F6,None
Q8TF66,None
Q9C099,None
Q9Y2L9,None
O60938,None
P46019,Kinase
P50748,None
P51511,Enzyme
Q15334,None
Q8IV20,Enzyme
Q9H9P8,Enzyme
Q9NRE1,Enzyme
Q01650,Transporter
Q86VI4,None
Q9UJQ1,None
O95461,Enzyme
Q9Y4W2,None
P08253,Enzyme
Q14739,Epigenetic
Q6UWP7,Enzyme
Q86VQ0,None
Q13201,None
Q96PV6,None
O00182,None
P19256,None
O75610,None
Q92604,Enzyme
O95970,None
Q6MZP7,None
Q7Z4I7,None
P06858,Enzyme
Q8IVB5,None
Q96KR4,Enzyme
Q8N9Z9,None
O75022,None
Q6UX01,None
Q9BYJ1,Enzyme
O75145,None
Q9UHB6,None
P54317,Enzyme
Q8IXW0,None
Q12907,None
Q8NA19,TF; Epigenetic
Q8WVP7,None
Q93052,None
Q16609,None
A6NIK2,None
A6NHZ5,None
O75427,None
Q5SZI1,None
A6NM36,None
Q8N1G4,None
Q8IZ02,None
Q9HBW1,None
Q96DD0,None
Q9Y608,None
Q8ND56,None
Q86UE6,None
P98164,None
A4QPB2,None
O43504,None
A0A075B6J6,None
A0A075B6J1,None
A0A0A0MRZ9,None
P01703,None
O75648,Enzyme
O75431,None
E2RYF6,None
Q9H195,None
P98088,None
Q6W4X9,None
Q8TAX7,None
Q96DR8,None
Q6ZUX7,None
Q13136,None
P0CW19,None
P0CW20,None
Q96S06,Enzyme
Q99677,GPCR
Q14693,Enzyme
Q8NC56,None
P41159,None
Q2VYF4,None
Q9UKN1,None
Q08380,None
O75473,GPCR
Q9H2C1,TF
Q9NQ69,TF
Q96FE5,None
O75023,None
Q05469,Enzyme
Q6XZB0,Enzyme
P16233,Enzyme
A0A0A0MT76,None
Q96L50,None
A6NI73,None
Q969R5,Epigenetic
Q8N448,None
Q8TE12,TF
P58215,Enzyme
Q96BZ8,None
P48357,None
Q9ULD2,None
Q8N387,None
Q685J3,None
Q7Z5P9,None
Q5SSG8,None
Q3MIW9,None
Q969G2,TF
P42702,None
Q9BT23,None
P0C6S8,None
Q52LA3,None
Q8NG48,None
P48059,None
Q9Y234,Enzyme
Q8N6C8,None
Q9Y468,TF; Epigenetic
Q8NHL6,None
Q8N423,None
Q8IWU2,Kinase
P20700,None
O00214,None
Q3ZCW2,None
Q13505,None
O00292,None
O43766,Enzyme
Q6ZQX7,None
Q9H400,None
Q6UY18,None
P53667,Kinase
O14910,None
Q5VXI9,Enzyme
Q8N485,None
Q9H0V9,None
Q96JM7,Epigenetic
Q8TAP4,None
P55344,None
P61968,None
A0A1B0GTW7,None
Q8WWI1,None
Q86W92,None
Q8ND30,None
P11150,Enzyme
Q17RR3,Enzyme
Q5VXJ0,Enzyme
Q8TD35,None
P09960,Enzyme
O75019,None
Q8N149,None
P02545,None
Q9NZU5,None
P29536,None
Q1L5Z9,Enzyme
P09848,Enzyme
Q8TAF5,None
Q86X40,None
Q05C16,None
O95777,None
O75581,None
Q8N8F7,None
Q86VH4,None
Q6IPT4,Enzyme
A2RRP1,None
Q16873,Enzyme
P09382,None
Q8N0V4,None
Q86UP9,None
Q8TAF8,None
Q7L985,None
P38571,Enzyme
P43034,Enzyme
Q9HAT1,None
P54315,Enzyme
Q9BU23,Enzyme
Q6ZN17,TF
O00370,None
Q15345,None
Q96AG4,None
Q14392,None
Q7Z2Q7,None
Q5JTD7,None
Q8IUZ0,None
Q96NI6,None
A6PVS8,None
Q96E66,None
Q7L1W4,None
Q96PB8,None
A6NM62,None
Q9H089,Enzyme
Q8N112,None
O00453,None
Q8WV07,None
Q96GA3,None
O94822,Enzyme
P0DP58,None
P01709,None
O95711,None
Q9Y6Y9,None
O60299,None
Q96S90,None
Q96QH8,Enzyme
Q6P0N0,None
Q9BXT6,Enzyme
Q8N8E1,None
P33908,Enzyme
O15525,TF
Q9UKM7,Enzyme
O75444,TF
Q9UPN3,None
Q13021,None
Q13477,None
P27816,None
Q9UPY8,None
O15232,None
Q8N386,None
Q9ULH4,None
Q96FV0,None
Q9NT99,None
Q9Y561,None
Q6P9F7,None
A6NIV6,None
Q8N6Y2,None
Q14114,None
P10253,Enzyme
Q6UWN5,None
Q86Y78,None
Q56UN5,Kinase
Q02779,Kinase
Q13233,Kinase
Q96DS6,None
P43365,None
P43355,None
Q8TD91,None
P43358,None
P43362,None
Q96JG8,None
O43318,Kinase
A6NNE9,Enzyme
P46821,None
P04201,GPCR
Q14657,None
P25391,None
Q9UNZ5,None
O75387,Transporter
Q6UX15,None
Q9UQV4,None
Q9Y383,None
Q5TA82,None
Q8WX39,None
P06239,Kinase
Q9Y5L5,None
Q3B8N2,None
Q765P7,None
P16150,None
Q9BWQ8,None
Q8NES3,Enzyme
Q8N145,None
Q99538,Enzyme
Q9HAP6,None
P07098,Enzyme
Q5W064,Enzyme
Q99732,TF
P59901,None
Q2I0M4,IC
Q96JA1,None
O95237,Enzyme
Q6UXM1,None
Q15048,None
O75096,None
Q9Y4Z0,None
Q9UFC0,None
Q8N2S1,None
P01717,None
A0A075B6K5,None
Q86TE4,None
A0A0B4J1U3,None
P01700,None
O43325,None
Q14210,None
A0A075B6K2,None
A0A075B6K0,None
O95372,Enzyme
P0DM35,None
O60336,Enzyme
O43920,Enzyme
Q9H0U3,None
Q6ZN28,None
Q8IZL2,None
Q9HAY2,None
Q96QZ7,Enzyme
Q86UL8,Enzyme
Q9NVZ3,None
Q92692,None
Q96PG2,None
Q96EH3,None
Q17RB8,Enzyme
Q496Y0,Enzyme
Q9UBY5,GPCR
Q8IVV2,Enzyme
A6NCL2,Enzyme
P62310,None
O75197,None
Q6UWE0,Enzyme
Q86X29,None
Q6IAA8,None
P29376,Kinase
Q9BVC4,None
Q538Z0,None
O95867,None
P01704,None
O15296,Enzyme
P28300,Enzyme
Q8N2G4,None
Q6UXB3,None
Q567V2,None
Q12852,Kinase
Q96DT0,None
Q8N3F0,None
O95202,None
Q9H3R2,None
P15941,None
Q04900,None
Q02505,None
Q9HC84,None
A8MZ59,TF
Q9UGP4,None
Q9NUP9,None
Q5TKA1,None
P53671,Kinase
Q8NHJ6,None
A6NK58,Enzyme
Q8NI32,None
Q92633,GPCR
Q8TCA0,None
Q96CX6,None
Q6ZQY2,None
Q9P244,None
Q68CR7,None
Q8N4P6,None
A6NJI9,None
Q6ZRR7,None
Q07954,None
Q8N967,None
Q9HCC9,None
Q9UHA4,None
P01718,None
Q86V48,None
A0A087WSX0,None
P04211,None
A0A075B6I0,None
Q86UE4,None
P61626,Enzyme
Q17RY6,None
A8MSI8,None
P14151,None
Q6UX82,None
Q9NPA3,None
Q8IYB1,None
Q16706,Enzyme
Q9NTJ4,Enzyme
O60476,Enzyme
Q96JY0,None
Q92918,Kinase
Q8IWC1,None
A1Z1Q3,Enzyme
O43708,Enzyme
Q9Y5V3,None
F2Z398,None
Q9H1C0,GPCR
Q86WA8,Enzyme
Q8WV35,None
Q96CN5,None
Q96M69,Enzyme
Q9BTN0,None
Q9HBL6,None
A0A0U1RRE5,None
Q8NFP9,None
Q6ZS30,None
Q6ZNJ1,None
O60934,None
Q8IV03,None
Q14767,None
A0A075B6I4,None
O95274,None
O75951,Enzyme
Q9UI17,Enzyme
P49641,Enzyme
Q8WZ33,None
O60675,TF
O15480,None
Q9BZ81,None
Q9Y5Q3,TF
P43357,None
P43359,None
O95382,Kinase
O00462,Enzyme
Q99608,None
