accession,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,targetID,isMoA,linkedTargets,id,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
Q9Y5Y9,CHEMBL2111110,1383550,CHEMBL3430595,1,LITERATURE,Cardiovasc Res,2.1300721E7,10.1093/cvr/cvr044,105639,Sodium channel alpha subunit,CHEMBL2331043,Homo sapiens,20000.0,nM,=,4.7,ENSG00000185313,false,"{[ENSG00000053918, ENSG00000171385, ENSG00000055118, ENSG00000177301, ENSG00000111262, ENSG00000075043, ENSG00000184156, ENSG00000104848, ENSG00000185760, ENSG00000117013, ENSG00000143473, ENSG00000182255, ENSG00000130037, ENSG00000177272, ENSG00000151079, ENSG00000129159, ENSG00000184408, ENSG00000182674, ENSG00000116396, ENSG00000131398, ENSG00000158445, ENSG00000143105, ENSG00000164794, ENSG00000140015, ENSG00000171126, ENSG00000168418, ENSG00000168263, ENSG00000124134, ENSG00000183960, ENSG00000166006, ENSG00000170745, ENSG00000173826, ENSG00000162975, ENSG00000184611, ENSG00000102057, ENSG00000026559, ENSG00000178342, ENSG00000135519, ENSG00000156486, ENSG00000089558], 40}",CHEMBL2111110,CHEMBL2111110,Q9Y5Y9,"[impc, ot_genetics_portal, chembl]",false,true,IC,true
P08173,CHEMBL21536,26653,CHEMBL4306810,1,LITERATURE,ACS Med Chem Lett,3.1223452E7,10.1021/acsmedchemlett.9b00106,214,Muscarinic acetylcholine receptor M4,CHEMBL1821,Homo sapiens,6.0,nM,=,8.22,ENSG00000180720,true,"{[ENSG00000168539, ENSG00000180720], 2}",CHEMBL21536,CHEMBL21536,P08173,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,true
Q13489,CHEMBL2158051,1424583,CHEMBL2162885,1,LITERATURE,J Med Chem,2.1443232E7,10.1021/jm101505d,100952,Baculoviral IAP repeat-containing protein 3,CHEMBL5335,Homo sapiens,5.1,nM,=,8.29,ENSG00000023445,false,,CHEMBL2158051,CHEMBL2158051,Q13489,"[impc, intogen, chembl, cancer_gene_census]",false,true,None,true
P24530,CHEMBL2165326,1428762,CHEMBL4426324,1,LITERATURE,Bioorg Med Chem Lett,2.7321813E7,10.1016/j.bmcl.2016.06.014,247,Endothelin receptor ET-B,CHEMBL1785,Homo sapiens,987.0,nM,=,6.01,ENSG00000136160,true,"{[ENSG00000136160, ENSG00000151617], 2}",CHEMBL2165326,CHEMBL2165326,P24530,"[impc, chembl]",false,true,GPCR,false
P35968,CHEMBL217092,361444,CHEMBL1022373,1,LITERATURE,Bioorg Med Chem,1.932135E7,10.1016/j.bmc.2009.02.054,10980,Vascular endothelial growth factor receptor 2,CHEMBL279,Homo sapiens,21000.0,nM,=,4.68,ENSG00000128052,false,"{[ENSG00000097007, ENSG00000197122], 2}",CHEMBL217092,CHEMBL217092,P35968,"[uniprot_literature, intogen, ot_genetics_portal, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P14416,CHEMBL21731,27713,CHEMBL1030600,1,LITERATURE,Bioorg Med Chem Lett,1.9091563E7,10.1016/j.bmcl.2008.09.012,72,Dopamine D2 receptor,CHEMBL217,Homo sapiens,665.0,nM,=,6.18,ENSG00000149295,false,"{[ENSG00000103546], 1}",CHEMBL21731,CHEMBL21731,P14416,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,false
P20309,CHEMBL21731,27713,CHEMBL1909172,15,DRUGMATRIX,,,,219,Muscarinic acetylcholine receptor M3,CHEMBL245,Homo sapiens,100.0,nM,=,7.0,ENSG00000133019,false,"{[ENSG00000103546], 1}",CHEMBL21731,CHEMBL21731,P20309,"[ot_genetics_portal, chembl]",false,true,GPCR,true
P35462,CHEMBL21731,27713,CHEMBL1909141,15,DRUGMATRIX,,,,130,Dopamine D3 receptor,CHEMBL234,Homo sapiens,219.0,nM,=,6.66,ENSG00000151577,false,"{[ENSG00000103546], 1}",CHEMBL21731,CHEMBL21731,P35462,"[uniprot_literature, impc, chembl]",false,true,GPCR,true
P10721,CHEMBL2180602,1441419,CHEMBL2434540,1,LITERATURE,Bioorg Med Chem Lett,2.399904E7,10.1016/j.bmcl.2013.08.037,238,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,2.4,nM,=,8.62,ENSG00000157404,false,,CHEMBL2180602,CHEMBL2180602,P10721,"[uniprot_literature, impc, eva, orphanet, intogen, ot_genetics_portal, clingen, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P23975,CHEMBL219916,364745,CHEMBL1909094,15,DRUGMATRIX,,,,100,Norepinephrine transporter,CHEMBL222,Homo sapiens,2593.0,nM,=,5.59,ENSG00000103546,false,"{[ENSG00000149295], 1}",CHEMBL219916,CHEMBL219916,P23975,"[impc, chembl]",false,true,Transporter,false
Q12809,CHEMBL220360,364983,CHEMBL1227232,1,LITERATURE,Bioorg Med Chem,2.0673729E7,10.1016/j.bmc.2010.07.013,165,HERG,CHEMBL240,Homo sapiens,14200.0,nM,=,4.85,ENSG00000055118,false,"{[ENSG00000118432], 1}",CHEMBL220360,CHEMBL220360,Q12809,"[eva, ot_genetics_portal]",false,false,IC,true
P14416,CHEMBL22242,27616,CHEMBL1285353,1,LITERATURE,Eur J Med Chem,2.0728966E7,10.1016/j.ejmech.2010.07.056,72,Dopamine D2 receptor,CHEMBL217,Homo sapiens,1.202,nM,=,8.92,ENSG00000149295,true,"{[ENSG00000149295], 1}",CHEMBL22242,CHEMBL22242,P14416,"[ot_genetics_portal, chembl]",false,true,GPCR,true
Q9UNQ0,CHEMBL223228,374719,CHEMBL5128694,1,LITERATURE,Eur J Med Chem,3.5483322E7,10.1016/j.ejmech.2022.114346,100974,ATP-binding cassette sub-family G member 2,CHEMBL5393,Homo sapiens,20600.0,nM,=,4.69,ENSG00000118777,false,"{[], 0}",CHEMBL223228,CHEMBL223228,Q9UNQ0,[impc],false,false,Transporter,false
O75582,CHEMBL223360,371147,CHEMBL1908433,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10850,Ribosomal protein S6 kinase alpha 5,CHEMBL4237,Homo sapiens,1200.0,nM,=,5.92,ENSG00000100784,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000182578, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL223360,CHEMBL223360,O75582,[ot_genetics_portal],false,false,Kinase,false
O95835,CHEMBL223360,371147,CHEMBL1908660,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101465,Serine/threonine-protein kinase LATS1,CHEMBL6167,Homo sapiens,2100.0,nM,=,5.68,ENSG00000131023,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000182578, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL223360,CHEMBL223360,O95835,"[impc, intogen, ot_genetics_portal, eva_somatic, cancer_gene_census]",false,false,Kinase,false
P49759,CHEMBL223360,371147,CHEMBL1050838,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,30013,Dual specificty protein kinase CLK1,CHEMBL4224,Homo sapiens,8900.0,nM,=,5.05,ENSG00000013441,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000182578, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL223360,CHEMBL223360,P49759,[ot_genetics_portal],false,false,Kinase,false
P53671,CHEMBL223360,371147,CHEMBL1908718,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101386,LIM domain kinase 2,CHEMBL5932,Homo sapiens,4700.0,nM,=,5.33,ENSG00000182541,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000182578, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL223360,CHEMBL223360,P53671,[impc],false,false,Kinase,false
Q12866,CHEMBL223360,371147,CHEMBL1908464,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100948,Proto-oncogene tyrosine-protein kinase MER,CHEMBL5331,Homo sapiens,870.0,nM,=,6.06,ENSG00000153208,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000182578, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL223360,CHEMBL223360,Q12866,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
Q15375,CHEMBL223360,371147,CHEMBL1908650,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30027,Ephrin type-A receptor 7,CHEMBL4602,Homo sapiens,110.0,nM,=,6.96,ENSG00000135333,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000182578, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL223360,CHEMBL223360,Q15375,"[intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P08183,CHEMBL23,1278,CHEMBL974470,1,LITERATURE,Bioorg Med Chem,1.8678495E7,10.1016/j.bmc.2008.07.034,11398,P-glycoprotein 1,CHEMBL4302,Homo sapiens,42657.95,nM,=,4.37,ENSG00000085563,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL23,CHEMBL23,P08183,"[impc, ot_genetics_portal, chembl]",false,true,Transporter,false
Q9NY46,CHEMBL23,1278,CHEMBL806152,1,LITERATURE,J Med Chem,2579237.0,10.1021/jm00381a019,104837,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,Homo sapiens,45000.0,nM,=,4.35,ENSG00000153253,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL23,CHEMBL23,Q9NY46,"[impc, ot_genetics_portal, chembl]",false,true,IC,false
P31749,CHEMBL2325741,1519923,CHEMBL2330886,1,LITERATURE,J Med Chem,2.3394218E7,10.1021/jm301762v,12666,Serine/threonine-protein kinase AKT,CHEMBL4282,Homo sapiens,3.0,nM,=,8.52,ENSG00000142208,true,"{[ENSG00000105221, ENSG00000117020, ENSG00000142208], 3}",CHEMBL2325741,CHEMBL2325741,P31749,"[uniprot_literature, eva, orphanet, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
Q13255,CHEMBL239800,408410,CHEMBL1211882,1,LITERATURE,Bioorg Med Chem Lett,2.0615697E7,10.1016/j.bmcl.2010.06.075,11279,Metabotropic glutamate receptor 1,CHEMBL3772,Homo sapiens,6.7,nM,=,8.17,ENSG00000152822,false,,CHEMBL239800,CHEMBL239800,Q13255,[eva],false,false,GPCR,true
P41212,CHEMBL2403108,1570706,CHEMBL2405534,1,LITERATURE,J Med Chem,2.3742252E7,10.1021/jm400402q,107623,Transcription factor ETV6,CHEMBL2401606,Homo sapiens,3250.0,nM,=,5.49,ENSG00000139083,false,"{[ENSG00000171094, ENSG00000143924, ENSG00000181163], 3}",CHEMBL2403108,CHEMBL2403108,P41212,"[uniprot_literature, impc, eva, intogen, ot_genetics_portal, eva_somatic, cancer_gene_census]",false,false,TF,true
Q14524,CHEMBL24072,31171,CHEMBL3430588,1,LITERATURE,Cardiovasc Res,2.1300721E7,10.1093/cvr/cvr044,11480,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,2520.0,nM,=,5.6,ENSG00000183873,true,"{[ENSG00000183873, ENSG00000198668], 2}",CHEMBL24072,CHEMBL24072,Q14524,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, gene_burden, clingen, chembl, uniprot_variants]",false,true,IC,true
O00238,CHEMBL24828,33576,CHEMBL1908522,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101204,Bone morphogenetic protein receptor type-1B,CHEMBL5476,Homo sapiens,240.0,nM,=,6.62,ENSG00000138696,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,O00238,"[impc, ot_genetics_portal]",false,false,Kinase,false
O94804,CHEMBL24828,33576,CHEMBL3824672,1,LITERATURE,Medchemcomm,,10.1039/C5MD00556F,30006,Serine/threonine-protein kinase 10,CHEMBL3981,Homo sapiens,81.0,nM,=,7.09,ENSG00000072786,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,O94804,"[uniprot_literature, ot_genetics_portal, uniprot_variants]",false,false,Kinase,false
P00533,CHEMBL24828,33576,CHEMBL1061143,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,9,Epidermal growth factor receptor erbB1,CHEMBL203,Homo sapiens,4.8,nM,=,8.32,ENSG00000146648,true,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,P00533,"[uniprot_literature, impc, eva, intogen, ot_genetics_portal, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P22455,CHEMBL24828,33576,CHEMBL1908827,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11925,Fibroblast growth factor receptor 4,CHEMBL3973,Homo sapiens,2300.0,nM,=,5.64,ENSG00000160867,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,P22455,"[intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P51451,CHEMBL24828,33576,CHEMBL1908538,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11691,Tyrosine-protein kinase BLK,CHEMBL2250,Homo sapiens,66.0,nM,=,7.18,ENSG00000136573,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,P51451,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
P54756,CHEMBL24828,33576,CHEMBL1908434,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30019,Ephrin type-A receptor 5,CHEMBL3987,Homo sapiens,240.0,nM,=,6.62,ENSG00000145242,true,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,P54756,"[chembl, eva_somatic]",false,true,Kinase,false
P57078,CHEMBL24828,33576,CHEMBL1908460,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101434,Receptor-interacting serine/threonine-protein kinase 4,CHEMBL6083,Homo sapiens,620.0,nM,=,6.21,ENSG00000183421,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,P57078,[ot_genetics_portal],false,false,Kinase,false
Q12866,CHEMBL24828,33576,CHEMBL1037553,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,100948,Proto-oncogene tyrosine-protein kinase MER,CHEMBL5331,Homo sapiens,1400.0,nM,=,5.85,ENSG00000153208,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,Q12866,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
Q8IVH8,CHEMBL24828,33576,CHEMBL1908618,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101188,Mitogen-activated protein kinase kinase kinase kinase 3,CHEMBL5432,Homo sapiens,1500.0,nM,=,5.82,ENSG00000011566,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,Q8IVH8,[impc],false,false,Kinase,false
Q9Y4K4,CHEMBL24828,33576,CHEMBL1908758,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30049,Mitogen-activated protein kinase kinase kinase kinase 5,CHEMBL4852,Homo sapiens,450.0,nM,=,6.35,ENSG00000012983,false,"{[ENSG00000120156, ENSG00000141736, ENSG00000146648, ENSG00000178568, ENSG00000065361, ENSG00000142627, ENSG00000133216, ENSG00000145242, ENSG00000116106, ENSG00000070886, ENSG00000080224, ENSG00000135333, ENSG00000182580, ENSG00000044524, ENSG00000154928, ENSG00000196411, ENSG00000146904, ENSG00000106123, ENSG00000183317, ENSG00000197122, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000101213], 25}",CHEMBL24828,CHEMBL24828,Q9Y4K4,"[impc, ot_genetics_portal]",false,false,Kinase,false
Q14432,CHEMBL249856,421520,CHEMBL821503,1,LITERATURE,J Med Chem,3033241.0,10.1021/jm00388a014,104738,Phosphodiesterase; PDE3 & PDE4,CHEMBL2095153,Homo sapiens,2700.0,nM,=,5.57,ENSG00000172572,true,"{[ENSG00000172572, ENSG00000152270], 2}",CHEMBL249856,CHEMBL249856,Q14432,"[ot_genetics_portal, chembl]",false,true,Enzyme,true
P05093,CHEMBL254328,422175,CHEMBL5119708,1,LITERATURE,J Med Chem,3.6070471E7,10.1021/acs.jmedchem.2c01164,12949,Cytochrome P450 17A1,CHEMBL3522,Homo sapiens,2.0,nM,=,8.7,ENSG00000148795,true,"{[ENSG00000169083, ENSG00000148795, ENSG00000145545, ENSG00000277893, ENSG00000128039], 5}",CHEMBL254328,CHEMBL254328,P05093,"[impc, eva, orphanet, ot_genetics_portal, chembl]",false,true,Enzyme,true
O94804,CHEMBL255863,426660,CHEMBL1908727,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30006,Serine/threonine-protein kinase 10,CHEMBL3981,Homo sapiens,6800.0,nM,=,5.17,ENSG00000072786,false,"{[ENSG00000097007, ENSG00000186716], 2}",CHEMBL255863,CHEMBL255863,O94804,"[uniprot_literature, ot_genetics_portal, uniprot_variants]",false,false,Kinase,false
P04049,CHEMBL255863,426660,CHEMBL951323,1,LITERATURE,Bioorg Med Chem Lett,1.8346893E7,10.1016/j.bmcl.2008.02.068,10904,Serine/threonine-protein kinase RAF,CHEMBL1906,Homo sapiens,1100.0,nM,=,5.96,ENSG00000132155,false,"{[ENSG00000097007, ENSG00000186716], 2}",CHEMBL255863,CHEMBL255863,P04049,"[intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P06241,CHEMBL255863,426660,CHEMBL1908424,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11755,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,1600.0,nM,=,5.8,ENSG00000010810,false,"{[ENSG00000097007, ENSG00000186716], 2}",CHEMBL255863,CHEMBL255863,P06241,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
P15056,CHEMBL255863,426660,CHEMBL1908644,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100126,Serine/threonine-protein kinase B-raf,CHEMBL5145,Homo sapiens,570.0,nM,=,6.24,ENSG00000157764,false,"{[ENSG00000097007, ENSG00000186716], 2}",CHEMBL255863,CHEMBL255863,P15056,"[uniprot_literature, eva, intogen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
P41240,CHEMBL255863,426660,CHEMBL1908645,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10844,Tyrosine-protein kinase CSK,CHEMBL2634,Homo sapiens,2400.0,nM,=,5.62,ENSG00000103653,false,"{[ENSG00000097007, ENSG00000186716], 2}",CHEMBL255863,CHEMBL255863,P41240,[ot_genetics_portal],false,false,Kinase,false
P06241,CHEMBL259084,428508,CHEMBL1908424,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11755,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,1300.0,nM,=,5.89,ENSG00000010810,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,P06241,"[impc, chembl]",false,true,Kinase,false
P07948,CHEMBL259084,428508,CHEMBL1037544,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,11842,Tyrosine-protein kinase Lyn,CHEMBL3905,Homo sapiens,1400.0,nM,=,5.85,ENSG00000254087,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,P07948,"[impc, chembl, cancer_gene_census]",false,true,Kinase,false
P12931,CHEMBL259084,428508,CHEMBL1908713,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10434,Tyrosine-protein kinase SRC,CHEMBL267,Homo sapiens,800.0,nM,=,6.1,ENSG00000197122,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,P12931,"[eva, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P16591,CHEMBL259084,428508,CHEMBL1908707,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30007,Tyrosine-protein kinase FER,CHEMBL3982,Homo sapiens,4400.0,nM,=,5.36,ENSG00000151422,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,P16591,[impc],false,false,Kinase,false
Q06187,CHEMBL259084,428508,CHEMBL1908476,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100097,Tyrosine-protein kinase BTK,CHEMBL5251,Homo sapiens,4200.0,nM,=,5.38,ENSG00000010671,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,Q06187,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
Q08345,CHEMBL259084,428508,CHEMBL1908547,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100917,Epithelial discoidin domain-containing receptor 1,CHEMBL5319,Homo sapiens,4200.0,nM,=,5.38,ENSG00000204580,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,Q08345,"[impc, ot_genetics_portal]",false,false,Kinase,false
Q15375,CHEMBL259084,428508,CHEMBL1063707,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,30027,Ephrin type-A receptor 7,CHEMBL4602,Homo sapiens,1000.0,nM,=,6.0,ENSG00000135333,false,"{[ENSG00000087586], 1}",CHEMBL259084,CHEMBL259084,Q15375,"[intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P13726,CHEMBL267476,4398,CHEMBL995691,1,LITERATURE,J Nat Prod,9834151.0,10.1021/np980117p,104778,Coagulation factor VII/tissue factor,CHEMBL2095194,Homo sapiens,41000.0,nM,=,4.39,ENSG00000117525,false,,CHEMBL267476,CHEMBL267476,P13726,"[impc, chembl]",false,true,None,false
P42330,CHEMBL267476,4398,CHEMBL4668524,1,LITERATURE,J Med Chem,3.2463235E7,10.1021/acs.jmedchem.9b02138,100481,Aldo-keto-reductase family 1 member C3,CHEMBL4681,Homo sapiens,690.0,nM,=,6.16,ENSG00000196139,false,,CHEMBL267476,CHEMBL267476,P42330,[impc],false,false,Enzyme,true
Q9UM73,CHEMBL276711,12911,CHEMBL1071418,1,LITERATURE,Bioorg Med Chem,2.0117004E7,10.1016/j.bmc.2010.01.011,100417,ALK tyrosine kinase receptor,CHEMBL4247,Homo sapiens,1200.0,nM,=,5.92,ENSG00000171094,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404], 4}",CHEMBL276711,CHEMBL276711,Q9UM73,"[impc, eva, intogen, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
